customer_id,customer_created_date,age_group,canton,customer_type,preferred_contact_method,lead_source
C018265,2023-05-23,55-64,FR,Private,Phone,Partner
C018266,2023-11-12,45-54,ZH,Private,SMS,Direct
C018267,2023-11-10,35-44,ZH,Private,Phone,Paid Search
C018268,2022-10-15,35-44,GE,Private,WhatsApp,Dealer Referral
C018269,2021-08-12,35-44,SG,Private,Email,Direct
C018270,2024-05-13,25-34,ZH,Private,WhatsApp,Organic Search
C018271,2022-04-21,45-54,GR,Private,WhatsApp,Direct
C018272,2021-07-17,35-44,TI,Private,SMS,Organic Search
C018273,2019-10-31,25-34,ZH,Private,WhatsApp,Dealer Referral
C018274,2022-01-15,45-54,SO,Business,Email,Direct
C018275,2021-06-24,25-34,FR,Private,Phone,Organic Search
C018276,2022-10-17,55-64,VS,Private,Phone,Dealer Referral
C018277,2021-11-02,55-64,LU,Private,Phone,Organic Search
C018278,2022-07-27,35-44,BE,Private,WhatsApp,Partner
C018279,2021-06-23,25-34,SO,Private,Phone,Organic Search
C018280,2021-11-20,35-44,FR,Fleet,Email,Social Media
C018281,2022-09-24,65+,TI,Business,SMS,Organic Search
C018282,2020-02-16,18-24,AG,Private,Phone,Direct
C018283,2021-03-28,55-64,GE,Private,Phone,Paid Search
C018284,2021-08-22,45-54,SG,Private,WhatsApp,Direct
C018285,2022-11-17,18-24,SG,Private,Phone,Paid Search
C018286,2021-06-22,65+,TI,Private,Email,Organic Search
C018287,2020-12-05,55-64,VS,Private,WhatsApp,Organic Search
C018288,2022-08-22,55-64,BS,Business,SMS,Direct
C018289,2020-02-02,25-34,BS,Private,Phone,Organic Search
C018290,2023-08-21,55-64,BS,Business,Email,Organic Search
C018291,2022-10-18,18-24,BE,Private,Phone,Paid Search
C018292,2022-01-16,55-64,SG,Business,Phone,Organic Search
C018293,2022-11-13,55-64,AG,Business,SMS,Dealer Referral
C018294,2024-03-12,35-44,SG,Private,Email,Organic Search
C018295,2021-12-20,45-54,BE,Private,WhatsApp,Social Media
C018296,2024-01-23,25-34,ZH,Business,SMS,Direct
C018297,2022-08-11,25-34,AG,Business,Email,Organic Search
C018298,2021-07-31,25-34,GE,Private,SMS,Paid Search
C018299,2023-09-02,55-64,ZG,Private,Email,Organic Search
C018300,2021-10-10,25-34,VD,Private,Phone,Direct
C018301,2021-09-06,35-44,ZH,Private,SMS,Organic Search
C018302,2022-01-23,65+,TI,Fleet,Phone,Dealer Referral
C018303,2023-01-09,25-34,AG,Private,SMS,Organic Search
C018304,2022-03-05,65+,BE,Private,Phone,Partner
C018305,2023-01-17,65+,BE,Business,WhatsApp,Organic Search
C018306,2023-10-05,25-34,ZH,Private,Phone,Partner
C018307,2023-12-17,35-44,VS,Private,Email,Partner
C018308,2024-01-08,18-24,NE,Private,WhatsApp,Partner
C018309,2021-11-11,35-44,SG,Private,WhatsApp,Social Media
C018310,2021-11-25,35-44,ZH,Private,Email,Partner
C018311,2023-04-30,35-44,JU,Private,Email,Direct
C018312,2022-01-16,25-34,ZH,Business,Email,Organic Search
C018313,2024-11-25,25-34,ZH,Private,Email,Organic Search
C018314,2022-10-03,55-64,ZH,Business,SMS,Direct
C018315,2023-11-10,35-44,FR,Private,Email,Organic Search
C018316,2022-10-23,25-34,GE,Private,WhatsApp,Dealer Referral
C018317,2020-07-17,35-44,BE,Private,Email,Organic Search
C018318,2021-11-24,35-44,VD,Private,Email,Partner
C018319,2025-06-16,25-34,BE,Business,Email,Dealer Referral
C018320,2020-12-22,45-54,AG,Private,Phone,Social Media
C018321,2024-03-19,35-44,GE,Private,WhatsApp,Organic Search
C018322,2020-08-08,55-64,VS,Private,SMS,Partner
C018323,2022-06-14,35-44,FR,Private,Email,Organic Search
C018324,2021-03-29,45-54,VD,Private,WhatsApp,Organic Search
C018325,2024-12-15,45-54,AG,Business,Phone,Paid Search
C018326,2022-01-25,25-34,TI,Business,Phone,Dealer Referral
C018327,2021-02-02,45-54,SH,Business,WhatsApp,Direct
C018328,2025-01-30,35-44,AI,Business,SMS,Paid Search
C018329,2021-01-18,55-64,ZH,Private,SMS,Dealer Referral
C018330,2023-02-12,35-44,SG,Private,Phone,Organic Search
C018331,2023-10-17,35-44,ZH,Private,Email,Organic Search
C018332,2020-06-07,45-54,ZH,Fleet,WhatsApp,Dealer Referral
C018333,2020-12-29,35-44,NE,Private,WhatsApp,Direct
C018334,2024-03-11,35-44,ZG,Private,Phone,Paid Search
C018335,2021-05-22,45-54,FR,Business,SMS,Direct
C018336,2024-08-19,65+,AR,Business,Phone,Organic Search
C018337,2023-07-08,55-64,AG,Private,WhatsApp,Direct
C018338,2021-10-22,35-44,GE,Private,Phone,Social Media
C018339,2023-06-25,18-24,VD,Private,Email,Organic Search
C018340,2022-04-06,45-54,ZH,Business,Email,Paid Search
C018341,2022-04-23,65+,ZG,Private,SMS,Organic Search
C018342,2022-04-15,65+,BE,Private,WhatsApp,Partner
C018343,2024-02-01,65+,LU,Private,Email,Organic Search
C018344,2022-03-18,35-44,VD,Private,Email,Paid Search
C018345,2020-05-21,18-24,VD,Fleet,Phone,Dealer Referral
C018346,2020-03-13,25-34,BE,Private,Phone,Paid Search
C018347,2024-12-31,55-64,FR,Private,Email,Dealer Referral
C018348,2022-12-05,45-54,BL,Private,Phone,Organic Search
C018349,2021-12-30,35-44,GE,Business,Email,Paid Search
C018350,2023-08-30,45-54,ZH,Private,Phone,Dealer Referral
C018351,2021-10-10,45-54,ZH,Private,Phone,Paid Search
C018352,2020-05-28,35-44,AG,Business,Email,Dealer Referral
C018353,2022-05-31,45-54,UR,Business,Email,Partner
C018354,2021-11-25,45-54,BL,Private,Email,Paid Search
C018355,2022-08-09,25-34,TG,Private,Phone,Partner
C018356,2023-06-29,45-54,ZH,Private,WhatsApp,Paid Search
C018357,2022-07-01,45-54,GR,Private,Email,Social Media
C018358,2021-11-26,45-54,GE,Business,Email,Social Media
C018359,2025-06-29,45-54,ZH,Private,WhatsApp,Social Media
C018360,2020-08-02,65+,GE,Private,WhatsApp,Social Media
C018361,2020-12-23,35-44,ZH,Private,Email,Social Media
C018362,2021-03-14,45-54,ZH,Business,Email,Social Media
C018363,2024-02-19,55-64,GR,Business,Email,Dealer Referral
C018364,2020-10-04,35-44,BE,Business,Email,Organic Search
C018365,2022-10-03,45-54,ZH,Private,Phone,Dealer Referral
C018366,2022-02-08,55-64,LU,Business,Email,Organic Search
C018367,2021-01-07,25-34,LU,Private,Email,Paid Search
C018368,2022-09-03,55-64,ZG,Business,Email,Paid Search
C018369,2020-10-30,45-54,VD,Private,WhatsApp,Social Media
C018370,2020-01-03,65+,SZ,Fleet,Phone,Organic Search
C018371,2021-05-31,65+,ZH,Fleet,SMS,Organic Search
C018372,2021-08-30,55-64,GE,Private,Email,Social Media
C018373,2022-04-13,35-44,GL,Business,Email,Dealer Referral
C018374,2021-10-27,35-44,ZH,Private,Email,Organic Search
C018375,2021-12-20,45-54,TG,Private,SMS,Organic Search
C018376,2022-02-27,65+,TG,Private,Email,Organic Search
C018377,2024-04-04,25-34,TI,Business,WhatsApp,Paid Search
C018378,2020-09-30,65+,AG,Private,WhatsApp,Dealer Referral
C018379,2022-10-20,65+,BL,Private,WhatsApp,Direct
C018380,2022-01-10,25-34,AG,Business,Phone,Direct
C018381,2021-03-01,45-54,SO,Private,Email,Paid Search
C018382,2023-01-22,25-34,LU,Private,Phone,Social Media
C018383,2022-03-14,55-64,VS,Private,Email,Dealer Referral
C018384,2023-10-26,25-34,BS,Private,Phone,Direct
C018385,2023-07-22,35-44,BL,Private,Phone,Paid Search
C018386,2021-03-21,45-54,AG,Private,Email,Paid Search
C018387,2020-12-22,45-54,AG,Business,Email,Organic Search
C018388,2024-07-14,55-64,ZH,Private,WhatsApp,Organic Search
C018389,2021-04-21,55-64,TI,Private,Email,Direct
C018390,2022-07-20,45-54,ZH,Private,SMS,Organic Search
C018391,2023-09-25,35-44,AG,Private,Email,Organic Search
C018392,2020-10-07,18-24,ZG,Private,Email,Direct
C018393,2021-03-09,25-34,LU,Business,WhatsApp,Organic Search
C018394,2021-10-10,25-34,AG,Business,Email,Direct
C018395,2023-05-07,45-54,ZH,Private,SMS,Organic Search
C018396,2021-01-22,65+,ZH,Business,Email,Direct
C018397,2021-04-27,55-64,AG,Private,WhatsApp,Organic Search
C018398,2023-06-19,65+,BL,Fleet,Email,Paid Search
C018399,2020-05-15,55-64,BL,Fleet,Email,Organic Search
C018400,2021-07-15,18-24,ZH,Private,Email,Direct
C018401,2023-03-05,55-64,SG,Private,Email,Paid Search
C018402,2022-08-15,45-54,TI,Private,Email,Direct
C018403,2021-06-17,55-64,ZG,Private,WhatsApp,Direct
C018404,2024-09-10,25-34,ZH,Private,Email,Partner
C018405,2021-12-29,55-64,VD,Private,WhatsApp,Partner
C018406,2021-06-17,25-34,VS,Private,Email,Organic Search
C018407,2021-03-31,35-44,BE,Private,Phone,Organic Search
C018408,2022-12-28,25-34,ZH,Private,SMS,Dealer Referral
C018409,2021-09-10,35-44,GE,Private,Email,Dealer Referral
C018410,2025-08-03,25-34,BE,Business,Phone,Paid Search
C018411,2021-10-23,55-64,ZG,Private,Phone,Organic Search
C018412,2023-08-21,55-64,GE,Private,Email,Paid Search
C018413,2021-07-25,35-44,TG,Private,Email,Direct
C018414,2022-03-28,25-34,TI,Private,Email,Dealer Referral
C018415,2022-12-07,25-34,TI,Private,Email,Partner
C018416,2022-06-26,65+,ZG,Private,Phone,Paid Search
C018417,2022-03-13,45-54,TI,Fleet,Email,Direct
C018418,2020-11-02,45-54,SG,Private,Email,Direct
C018419,2021-03-23,18-24,BL,Private,WhatsApp,Organic Search
C018420,2022-01-11,25-34,TG,Private,Phone,Partner
C018421,2023-05-30,65+,BE,Private,Phone,Dealer Referral
C018422,2021-09-21,35-44,LU,Business,Email,Dealer Referral
C018423,2020-06-27,55-64,LU,Private,Email,Paid Search
C018424,2021-01-05,35-44,AG,Business,Email,Paid Search
C018425,2024-11-13,35-44,SG,Private,Phone,Partner
C018426,2024-06-16,45-54,BL,Private,Email,Dealer Referral
C018427,2023-07-25,25-34,TG,Private,Phone,Organic Search
C018428,2022-07-07,45-54,VD,Business,Phone,Direct
C018429,2022-06-14,25-34,GE,Private,Email,Social Media
C018430,2021-07-31,35-44,BL,Private,Email,Organic Search
C018431,2024-02-19,25-34,GE,Private,WhatsApp,Paid Search
C018432,2024-07-21,25-34,VD,Private,Email,Paid Search
C018433,2023-08-01,45-54,ZH,Private,Email,Organic Search
C018434,2024-07-11,45-54,AG,Private,WhatsApp,Organic Search
C018435,2020-07-13,35-44,LU,Business,Email,Organic Search
C018436,2022-10-14,25-34,NE,Private,Phone,Social Media
C018437,2021-08-16,18-24,ZG,Private,Email,Direct
C018438,2020-11-20,25-34,AG,Private,Phone,Paid Search
C018439,2021-12-21,55-64,AG,Private,Phone,Organic Search
C018440,2022-01-13,45-54,BL,Private,SMS,Direct
C018441,2021-10-22,35-44,SO,Private,Email,Dealer Referral
C018442,2020-11-20,45-54,ZH,Private,Phone,Partner
C018443,2023-05-05,45-54,VD,Fleet,Phone,Organic Search
C018444,2022-04-25,45-54,ZH,Private,WhatsApp,Partner
C018445,2022-07-23,65+,VS,Private,Phone,Direct
C018446,2023-02-18,45-54,VD,Private,Phone,Dealer Referral
C018447,2022-06-21,25-34,VD,Fleet,SMS,Direct
C018448,2021-03-29,55-64,VD,Private,Email,Partner
C018449,2020-12-13,45-54,VD,Private,Phone,Paid Search
C018450,2021-10-18,35-44,SG,Private,Email,Paid Search
C018451,2023-02-15,55-64,SG,Private,Phone,Organic Search
C018452,2020-09-29,35-44,BE,Business,Email,Paid Search
C018453,2025-05-15,25-34,BS,Business,SMS,Social Media
C018454,2021-07-22,25-34,BE,Private,Phone,Social Media
C018455,2023-11-18,45-54,ZH,Private,WhatsApp,Paid Search
C018456,2023-10-05,65+,ZH,Private,SMS,Social Media
C018457,2020-08-31,45-54,VS,Private,Email,Social Media
C018458,2021-01-15,45-54,ZH,Private,Phone,Organic Search
C018459,2020-11-11,45-54,BS,Private,Phone,Paid Search
C018460,2021-04-16,35-44,BS,Private,Email,Dealer Referral
C018461,2020-03-12,25-34,LU,Private,Email,Direct
C018462,2021-04-29,25-34,ZH,Private,SMS,Dealer Referral
C018463,2022-05-02,25-34,GE,Private,Phone,Organic Search
C018464,2022-11-08,45-54,AR,Private,Email,Direct
C018465,2022-09-11,55-64,GL,Private,SMS,Dealer Referral
C018466,2020-05-21,18-24,BS,Private,Phone,Social Media
C018467,2021-01-13,65+,NW,Private,WhatsApp,Dealer Referral
C018468,2020-07-23,55-64,SG,Private,Email,Organic Search
C018469,2022-04-22,25-34,NE,Private,Email,Direct
C018470,2020-02-02,65+,BL,Private,SMS,Paid Search
C018471,2022-01-04,55-64,GE,Business,Phone,Organic Search
C018472,2022-09-25,25-34,AG,Private,WhatsApp,Organic Search
C018473,2025-03-12,65+,SO,Business,Email,Paid Search
C018474,2021-10-01,35-44,TI,Private,Phone,Organic Search
C018475,2023-11-01,25-34,NE,Private,WhatsApp,Organic Search
C018476,2023-09-04,65+,ZH,Private,Phone,Direct
C018477,2020-05-07,25-34,ZH,Private,WhatsApp,Paid Search
C018478,2021-03-13,45-54,VS,Business,Phone,Partner
C018479,2024-04-09,45-54,TI,Private,Phone,Organic Search
C018480,2019-12-24,45-54,BE,Business,Email,Partner
C018481,2024-09-15,25-34,GE,Private,WhatsApp,Partner
C018482,2020-07-13,65+,ZH,Private,Email,Organic Search
C018483,2021-12-30,25-34,ZH,Business,Phone,Organic Search
C018484,2024-07-04,35-44,ZH,Private,Email,Direct
C018485,2021-11-19,45-54,AG,Private,SMS,Social Media
C018486,2024-02-07,25-34,ZH,Private,Phone,Social Media
C018487,2019-09-30,45-54,FR,Private,Email,Organic Search
C018488,2022-03-01,35-44,SG,Private,Email,Direct
C018489,2021-06-10,35-44,ZG,Private,SMS,Direct
C018490,2024-01-08,35-44,VS,Private,WhatsApp,Organic Search
C018491,2020-11-17,65+,VD,Private,SMS,Social Media
C018492,2023-10-30,18-24,AG,Private,Phone,Paid Search
C018493,2024-11-18,25-34,BE,Private,Email,Dealer Referral
C018494,2021-09-10,25-34,VD,Business,Email,Paid Search
C018495,2022-03-18,35-44,ZH,Business,Email,Dealer Referral
C018496,2022-08-14,25-34,BE,Business,Email,Organic Search
C018497,2020-10-02,35-44,ZH,Private,Email,Organic Search
C018498,2023-02-05,55-64,SG,Private,Email,Paid Search
C018499,2023-10-30,35-44,TI,Private,Email,Direct
C018500,2021-03-29,18-24,BS,Private,Email,Social Media
C018501,2020-06-11,25-34,LU,Private,Email,Organic Search
C018502,2022-06-01,55-64,GE,Private,SMS,Paid Search
C018503,2020-05-13,18-24,SZ,Private,WhatsApp,Organic Search
C018504,2022-07-25,18-24,VD,Private,Phone,Dealer Referral
C018505,2021-11-22,45-54,LU,Private,Email,Organic Search
C018506,2021-05-24,55-64,ZH,Business,WhatsApp,Paid Search
C018507,2021-03-09,35-44,ZH,Private,Email,Organic Search
C018508,2022-01-01,45-54,TG,Private,Email,Paid Search
C018509,2022-03-20,45-54,SZ,Business,SMS,Organic Search
C018510,2021-04-06,45-54,ZH,Private,Email,Social Media
C018511,2020-07-29,65+,SO,Private,SMS,Organic Search
C018512,2023-09-25,65+,ZG,Private,Phone,Organic Search
C018513,2020-12-30,35-44,TG,Private,Email,Organic Search
C018514,2022-09-22,25-34,VS,Private,WhatsApp,Direct
C018515,2020-09-05,45-54,ZH,Business,Email,Dealer Referral
C018516,2024-02-29,65+,VD,Fleet,Email,Organic Search
C018517,2022-10-12,55-64,AG,Business,Phone,Organic Search
C018518,2021-05-25,18-24,ZH,Private,WhatsApp,Dealer Referral
C018519,2023-06-25,45-54,LU,Fleet,WhatsApp,Paid Search
C018520,2022-04-30,18-24,SG,Private,Email,Organic Search
C018521,2023-10-03,25-34,ZH,Business,SMS,Paid Search
C018522,2022-03-26,35-44,TG,Private,Phone,Direct
C018523,2023-06-26,25-34,VD,Business,WhatsApp,Direct
C018524,2023-03-28,65+,BE,Private,Email,Direct
C018525,2022-08-24,25-34,VS,Private,Phone,Paid Search
C018526,2021-01-10,45-54,GL,Private,WhatsApp,Dealer Referral
C018527,2021-04-20,65+,UR,Private,WhatsApp,Social Media
C018528,2023-05-22,55-64,AG,Private,Email,Direct
C018529,2022-12-07,45-54,AG,Private,WhatsApp,Paid Search
C018530,2019-12-28,25-34,NE,Private,Phone,Paid Search
C018531,2020-11-10,45-54,TI,Private,Email,Direct
C018532,2020-01-20,55-64,SG,Private,Email,Organic Search
C018533,2021-08-17,25-34,SZ,Private,Email,Dealer Referral
C018534,2019-11-27,55-64,SO,Fleet,Email,Organic Search
C018535,2021-06-25,55-64,LU,Private,SMS,Social Media
C018536,2022-02-10,35-44,AR,Private,Phone,Organic Search
C018537,2022-08-29,25-34,BE,Private,WhatsApp,Direct
C018538,2021-05-09,55-64,LU,Private,Email,Partner
C018539,2021-07-01,35-44,TG,Private,Email,Direct
C018540,2023-02-07,55-64,BE,Private,Phone,Dealer Referral
C018541,2020-09-28,55-64,ZG,Business,Phone,Organic Search
C018542,2023-07-24,18-24,VD,Business,WhatsApp,Paid Search
C018543,2021-02-07,25-34,VD,Private,Email,Organic Search
C018544,2021-08-29,55-64,ZG,Private,WhatsApp,Organic Search
C018545,2020-11-04,18-24,ZH,Private,WhatsApp,Paid Search
C018546,2020-11-22,35-44,ZG,Private,Email,Social Media
C018547,2024-05-25,55-64,BL,Private,Phone,Paid Search
C018548,2021-06-25,45-54,JU,Private,Phone,Dealer Referral
C018549,2022-11-25,18-24,BE,Private,WhatsApp,Dealer Referral
C018550,2023-12-16,35-44,SO,Private,Phone,Direct
C018551,2022-05-08,35-44,VD,Private,Email,Direct
C018552,2024-01-08,35-44,VD,Private,SMS,Partner
C018553,2024-07-27,45-54,FR,Business,WhatsApp,Organic Search
C018554,2025-03-15,35-44,BL,Private,Email,Organic Search
C018555,2022-02-24,35-44,SO,Private,SMS,Social Media
C018556,2021-08-06,25-34,GE,Business,Email,Social Media
C018557,2024-03-04,35-44,NW,Business,Email,Dealer Referral
C018558,2022-12-11,18-24,SO,Business,SMS,Organic Search
C018559,2022-05-04,65+,ZH,Business,Phone,Organic Search
C018560,2024-10-26,65+,VD,Business,SMS,Dealer Referral
C018561,2022-03-23,35-44,ZH,Business,Email,Social Media
C018562,2023-07-06,25-34,TI,Private,Email,Organic Search
C018563,2020-01-27,35-44,TI,Private,Phone,Direct
C018564,2021-07-21,55-64,BE,Private,SMS,Direct
C018565,2020-05-26,55-64,GE,Private,Phone,Paid Search
C018566,2020-03-02,55-64,TG,Private,Email,Dealer Referral
C018567,2020-10-02,25-34,LU,Business,SMS,Social Media
C018568,2021-01-10,55-64,LU,Business,Email,Social Media
C018569,2023-10-25,25-34,BS,Private,WhatsApp,Partner
C018570,2024-02-10,45-54,VD,Private,SMS,Social Media
C018571,2021-02-19,35-44,TI,Private,Phone,Partner
C018572,2023-05-15,18-24,NE,Private,WhatsApp,Organic Search
C018573,2021-10-05,45-54,AG,Fleet,Email,Dealer Referral
C018574,2022-09-04,25-34,BE,Private,Phone,Dealer Referral
C018575,2022-12-03,25-34,AR,Private,Email,Dealer Referral
C018576,2020-05-07,35-44,BL,Private,Email,Dealer Referral
C018577,2022-04-01,25-34,GE,Private,WhatsApp,Organic Search
C018578,2023-02-21,25-34,BE,Private,Phone,Organic Search
C018579,2021-06-07,45-54,AG,Private,Email,Direct
C018580,2020-01-27,65+,ZH,Business,SMS,Paid Search
C018581,2023-01-20,18-24,NE,Private,Phone,Paid Search
C018582,2020-10-04,35-44,BL,Business,Email,Partner
C018583,2023-10-21,25-34,GL,Private,Email,Organic Search
C018584,2021-08-20,55-64,BE,Business,WhatsApp,Direct
C018585,2023-02-05,55-64,ZH,Private,WhatsApp,Organic Search
C018586,2022-03-27,25-34,BL,Private,Phone,Paid Search
C018587,2024-04-22,25-34,ZG,Private,Phone,Dealer Referral
C018588,2022-03-04,65+,NW,Private,Email,Dealer Referral
C018589,2021-05-13,65+,ZH,Private,SMS,Direct
C018590,2021-03-04,25-34,AR,Private,Email,Social Media
C018591,2022-11-21,25-34,BE,Business,Phone,Dealer Referral
C018592,2023-08-08,65+,BL,Business,Email,Social Media
C018593,2020-07-02,18-24,VD,Private,WhatsApp,Direct
C018594,2023-04-14,25-34,ZG,Private,Email,Organic Search
C018595,2021-04-09,25-34,LU,Fleet,WhatsApp,Organic Search
C018596,2021-12-22,18-24,BE,Private,Email,Paid Search
C018597,2019-12-25,25-34,VD,Private,Email,Dealer Referral
C018598,2023-12-17,45-54,BE,Private,Phone,Dealer Referral
C018599,2021-12-05,35-44,SO,Private,Phone,Dealer Referral
C018600,2021-09-06,25-34,NE,Private,Email,Dealer Referral
C018601,2022-01-07,45-54,VS,Private,Phone,Paid Search
C018602,2024-03-03,25-34,AI,Private,Phone,Direct
C018603,2023-02-28,35-44,BL,Business,Email,Partner
C018604,2022-06-23,25-34,AG,Private,Email,Organic Search
C018605,2020-11-27,45-54,AG,Private,SMS,Paid Search
C018606,2024-04-29,55-64,ZH,Private,WhatsApp,Dealer Referral
C018607,2021-11-27,45-54,AG,Fleet,Email,Direct
C018608,2024-08-16,55-64,VD,Private,Email,Paid Search
C018609,2023-01-05,35-44,BS,Private,Email,Paid Search
C018610,2020-11-13,35-44,BL,Business,Email,Paid Search
C018611,2023-07-26,35-44,BL,Private,WhatsApp,Organic Search
C018612,2022-05-22,25-34,BE,Fleet,Phone,Organic Search
C018613,2023-01-14,25-34,AR,Private,Email,Organic Search
C018614,2023-03-26,35-44,SH,Private,Phone,Social Media
C018615,2021-12-12,45-54,BE,Private,Phone,Social Media
C018616,2022-04-21,35-44,ZG,Private,Phone,Organic Search
C018617,2021-04-13,45-54,ZH,Private,Phone,Social Media
C018618,2020-07-24,35-44,VD,Business,Email,Organic Search
C018619,2022-08-03,35-44,VS,Fleet,Email,Social Media
C018620,2021-12-23,25-34,GL,Private,Email,Paid Search
C018621,2023-06-09,65+,AG,Private,Email,Direct
C018622,2021-03-23,65+,LU,Private,Email,Social Media
C018623,2020-02-15,25-34,ZH,Private,WhatsApp,Direct
C018624,2023-07-16,35-44,BE,Business,Email,Dealer Referral
C018625,2022-08-10,35-44,FR,Private,Email,Partner
C018626,2023-03-22,35-44,BE,Private,WhatsApp,Partner
C018627,2023-05-02,65+,SO,Business,Email,Partner
C018628,2021-12-22,45-54,TG,Private,SMS,Organic Search
C018629,2021-04-07,65+,VS,Private,SMS,Organic Search
C018630,2025-03-29,65+,AG,Private,Email,Dealer Referral
C018631,2023-12-18,18-24,BL,Private,WhatsApp,Direct
C018632,2023-04-21,35-44,ZH,Business,Email,Social Media
C018633,2022-09-15,55-64,ZH,Private,Email,Partner
C018634,2023-07-20,35-44,LU,Private,WhatsApp,Dealer Referral
C018635,2024-08-20,25-34,BE,Private,Email,Paid Search
C018636,2024-01-02,35-44,BL,Private,Phone,Organic Search
C018637,2024-03-02,25-34,GE,Private,Email,Social Media
C018638,2022-09-23,25-34,LU,Private,Phone,Organic Search
C018639,2021-07-25,35-44,ZH,Private,Email,Dealer Referral
C018640,2022-03-10,45-54,TG,Private,Phone,Organic Search
C018641,2020-08-11,45-54,BE,Private,Phone,Paid Search
C018642,2023-01-13,25-34,ZH,Private,WhatsApp,Direct
C018643,2023-08-13,35-44,ZG,Fleet,Email,Direct
C018644,2022-11-13,25-34,AG,Private,Email,Direct
C018645,2021-07-01,35-44,ZH,Business,WhatsApp,Organic Search
C018646,2021-09-01,25-34,TG,Private,Phone,Paid Search
C018647,2021-05-23,45-54,SZ,Private,Phone,Partner
C018648,2021-03-06,55-64,BL,Private,Email,Organic Search
C018649,2020-11-14,25-34,SG,Private,Email,Paid Search
C018650,2023-12-29,35-44,TI,Private,SMS,Partner
C018651,2022-07-03,25-34,BL,Private,Phone,Paid Search
C018652,2022-03-26,45-54,TI,Private,Phone,Organic Search
C018653,2021-10-02,45-54,BE,Fleet,Email,Direct
C018654,2024-01-16,55-64,LU,Private,Email,Organic Search
C018655,2021-07-20,45-54,GR,Private,WhatsApp,Paid Search
C018656,2022-06-05,25-34,TI,Private,Phone,Paid Search
C018657,2021-02-03,35-44,SG,Private,WhatsApp,Dealer Referral
C018658,2021-06-18,45-54,SH,Private,SMS,Direct
C018659,2020-08-28,18-24,ZH,Private,Email,Paid Search
C018660,2022-02-04,25-34,ZH,Private,Phone,Dealer Referral
C018661,2020-11-10,55-64,BE,Private,WhatsApp,Organic Search
C018662,2024-03-21,25-34,VD,Private,WhatsApp,Organic Search
C018663,2023-11-22,25-34,JU,Private,Email,Paid Search
C018664,2023-03-26,45-54,BE,Private,Email,Paid Search
C018665,2021-02-22,65+,GL,Private,Email,Paid Search
C018666,2021-07-01,45-54,SG,Private,Phone,Paid Search
C018667,2024-10-30,65+,ZH,Private,Email,Dealer Referral
C018668,2022-09-24,35-44,ZH,Private,Phone,Organic Search
C018669,2020-08-17,55-64,TG,Private,Phone,Dealer Referral
C018670,2023-10-22,35-44,ZH,Private,Phone,Organic Search
C018671,2023-03-01,45-54,BE,Private,WhatsApp,Direct
C018672,2023-01-17,65+,BL,Private,WhatsApp,Paid Search
C018673,2022-05-07,25-34,TG,Private,Phone,Paid Search
C018674,2023-11-12,35-44,ZH,Private,SMS,Direct
C018675,2022-09-24,65+,VD,Private,Email,Dealer Referral
C018676,2021-02-19,35-44,BE,Private,Email,Paid Search
C018677,2021-10-30,35-44,VD,Business,Phone,Partner
C018678,2023-10-21,18-24,BE,Private,SMS,Paid Search
C018679,2025-03-23,45-54,VD,Private,WhatsApp,Paid Search
C018680,2021-06-28,25-34,AG,Private,Phone,Paid Search
C018681,2023-01-12,55-64,AG,Private,WhatsApp,Organic Search
C018682,2023-02-25,25-34,BE,Fleet,Phone,Organic Search
C018683,2021-03-03,65+,FR,Private,Email,Paid Search
C018684,2022-01-04,45-54,VS,Private,Email,Paid Search
C018685,2021-02-08,35-44,ZH,Private,Email,Organic Search
C018686,2022-11-18,25-34,ZH,Private,WhatsApp,Paid Search
C018687,2022-09-10,18-24,VD,Private,Phone,Partner
C018688,2025-06-01,55-64,ZH,Private,Email,Direct
C018689,2022-02-07,55-64,ZH,Private,WhatsApp,Direct
C018690,2021-02-22,35-44,FR,Private,Email,Paid Search
C018691,2023-08-27,65+,SO,Private,WhatsApp,Partner
C018692,2022-12-30,35-44,VD,Business,Email,Partner
C018693,2021-02-05,65+,ZH,Private,Email,Paid Search
C018694,2021-06-19,55-64,ZH,Private,SMS,Dealer Referral
C018695,2023-03-26,65+,ZH,Business,Phone,Social Media
C018696,2023-09-08,45-54,SO,Business,SMS,Organic Search
C018697,2021-09-17,35-44,BS,Private,SMS,Organic Search
C018698,2024-06-03,45-54,LU,Private,Phone,Organic Search
C018699,2022-02-13,45-54,TI,Private,Phone,Organic Search
C018700,2021-12-17,55-64,SG,Private,Phone,Paid Search
C018701,2020-11-14,25-34,BE,Private,SMS,Organic Search
C018702,2025-09-09,45-54,BS,Private,WhatsApp,Organic Search
C018703,2021-04-03,35-44,BE,Private,Email,Organic Search
C018704,2023-03-28,25-34,VD,Private,Email,Social Media
C018705,2021-08-24,25-34,GR,Fleet,Phone,Dealer Referral
C018706,2021-07-14,45-54,LU,Private,Phone,Paid Search
C018707,2024-03-21,25-34,VS,Private,Phone,Direct
C018708,2019-11-21,25-34,TG,Private,SMS,Paid Search
C018709,2022-05-12,45-54,BE,Private,Email,Organic Search
C018710,2021-11-13,35-44,ZH,Business,Phone,Paid Search
C018711,2020-07-16,25-34,BE,Private,Email,Social Media
C018712,2020-08-09,45-54,FR,Business,Phone,Social Media
C018713,2021-08-04,45-54,SG,Private,SMS,Social Media
